,respondent_id,as_of_year,agency_abbr,loan_type_name,loan_amount_000s,owner_occupancy_name,loan_purpose_name,property_type_name,preapproval_name,msamd_name,state_abbr,county_name,applicant_ethnicity_name,co_applicant_ethnicity_name,applicant_race_name_1,co_applicant_race_name_1,applicant_sex_name,co_applicant_sex_name,applicant_income_000s,purchaser_type_name,denial_reason_name_1,hoepa_status_name,lien_status_name,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,action_taken_name
145810,0000451965,2011,CFPB,Conventional,88,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,,NC,Stanly County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,38.0,Loan was not originated or was not sold in calendar year covered by register,Other,Not a HOEPA loan,Secured by a first lien,7745.0,14.510000228881836,49500.0,111.77999877929688,2305.0,3126.0,Application denied by financial institution
33499,0000451965,2011,CFPB,Conventional,155,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Preapproval was not requested,Wilmington - NC,NC,Brunswick County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,48.0,Freddie Mac (FHLMC),,Not a HOEPA loan,Secured by a first lien,9861.0,30.020000457763672,60000.0,82.12000274658203,2968.0,4067.0,Loan originated
22886,0000852218,2011,CFPB,Conventional,112,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Phoenix, Mesa, Glendale - AZ",AZ,Maricopa County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,65.0,Loan was not originated or was not sold in calendar year covered by register,,Not a HOEPA loan,Secured by a first lien,4190.0,61.84000015258789,65500.0,77.25,873.0,1150.0,Loan originated
4373,0000026568,2011,FDIC,Conventional,32,Not owner-occupied as a principal dwelling,Home purchase,Manufactured housing,Not applicable,,VT,Bennington County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,27.0,Loan was not originated or was not sold in calendar year covered by register,,Not a HOEPA loan,Secured by a first lien,4652.0,2.970000028610229,62900.0,99.30999755859376,1365.0,1780.0,Loan originated
133544,0000024382,2011,NCUA,Conventional,45,Owner-occupied as a principal dwelling,Home purchase,Manufactured housing,Not applicable,,KY,Hopkins County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,51.0,Loan was not originated or was not sold in calendar year covered by register,,Not a HOEPA loan,Secured by a first lien,5063.0,2.9600000381469727,43000.0,93.93000030517578,1655.0,2126.0,Application denied by financial institution
130222,34-1812174,2011,CFPB,Conventional,35,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Preapproval was not requested,"Cleveland, Elyria, Mentor - OH",OH,Lake County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,45.0,Loan was not originated or was not sold in calendar year covered by register,Collateral,Not a HOEPA loan,Secured by a first lien,4761.0,5.820000171661378,62800.0,98.87999725341795,1590.0,1767.0,Application denied by financial institution
173467,0000852218,2011,CFPB,Conventional,136,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,El Paso - TX,TX,El Paso County,Hispanic or Latino,Hispanic or Latino,White,White,Male,Female,106.0,Loan was not originated or was not sold in calendar year covered by register,Credit application incomplete,Not a HOEPA loan,Secured by a first lien,1691.0,85.87000274658203,41100.0,98.91000366210938,485.0,594.0,Application denied by financial institution
78578,7894400003,2011,HUD,Conventional,165,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Portland, Vancouver, Hillsboro - OR, WA",OR,Columbia County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,59.0,Other type of purchaser,,Not a HOEPA loan,Secured by a first lien,5077.0,6.03000020980835,72000.0,110.2300033569336,1642.0,1922.0,Loan originated
178021,0000010146,2011,FDIC,Conventional,137,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Louisville, Jefferson County - KY, IN",KY,Shelby County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,86.0,Loan was not originated or was not sold in calendar year covered by register,,Not a HOEPA loan,Secured by a first lien,6726.0,7.139999866485597,62900.0,113.93000030517578,2099.0,2676.0,Application denied by financial institution
74036,0000804963,2011,CFPB,Conventional,88,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Not applicable,,WY,Goshen County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,51.0,Fannie Mae (FNMA),,Not a HOEPA loan,Secured by a first lien,3631.0,14.130000114440918,67400.0,86.5199966430664,974.0,1553.0,Loan originated
88181,0000703052,2011,OCC,Conventional,122,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Preapproval was not requested,"San Jose, Sunnyvale, Santa Clara - CA",CA,Santa Clara County,Not Hispanic or Latino,No co-applicant,Asian,No co-applicant,Male,No co-applicant,106.0,"Commercial bank, savings bank or savings association",,Not a HOEPA loan,Secured by a first lien,8417.0,42.38999938964844,103600.0,84.22000122070312,1913.0,2614.0,Loan originated
182190,99-0704044,2011,OCC,Conventional,146,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Indianapolis, Carmel - IN",IN,Marion County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,124.0,Loan was not originated or was not sold in calendar year covered by register,Credit history,Not a HOEPA loan,Secured by a first lien,5676.0,7.71999979019165,66000.0,166.58999633789062,1674.0,1953.0,Application denied by financial institution
25051,0000451965,2011,CFPB,Conventional,283,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Trenton, Ewing - NJ",NJ,Mercer County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,400.0,Fannie Mae (FNMA),,Not a HOEPA loan,Secured by a first lien,5987.0,25.71999931335449,94400.0,179.3300018310547,1598.0,1666.0,Loan originated
194396,93-1296762,2011,HUD,VA-guaranteed,160,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Preapproval was not requested,"Portland, Vancouver, Hillsboro - OR, WA",OR,Washington County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,61.0,Loan was not originated or was not sold in calendar year covered by register,Credit history,Not a HOEPA loan,Secured by a first lien,9294.0,30.71999931335449,72000.0,109.55999755859376,2192.0,2910.0,Application denied by financial institution
82547,0000817824,2011,CFPB,Conventional,137,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Virginia Beach, Norfolk, Newport News - VA, NC",NC,Currituck County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,80.0,Freddie Mac (FHLMC),,Not a HOEPA loan,Secured by a first lien,5638.0,13.920000076293945,69900.0,91.58000183105469,1664.0,2269.0,Loan originated
51367,31-1197926,2011,CFPB,Conventional,159,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Indianapolis, Carmel - IN",IN,Hamilton County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,71.0,Fannie Mae (FNMA),,Not a HOEPA loan,Secured by a first lien,7547.0,2.5799999237060547,66000.0,113.79000091552734,2142.0,2772.0,Loan originated
197012,0000852218,2011,CFPB,Conventional,336,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Orlando, Kissimmee, Sanford - FL",FL,Seminole County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,140.0,Loan was not originated or was not sold in calendar year covered by register,Other,Not a HOEPA loan,Secured by a first lien,7276.0,11.43000030517578,57400.0,189.5800018310547,2534.0,2770.0,Application denied by financial institution
134156,0000058243,2011,FRS,Conventional,128,Not owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Preapproval was requested,,WI,Barron County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Female,Male,82.0,Loan was not originated or was not sold in calendar year covered by register,Debt-to-income ratio,Not a HOEPA loan,Secured by a first lien,7080.0,1.5499999523162842,59100.0,91.0199966430664,2275.0,3489.0,Application denied by financial institution
121968,75-2838184,2011,HUD,Conventional,153,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Not applicable,,SC,Cherokee County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Male,No co-applicant,23.0,Loan was not originated or was not sold in calendar year covered by register,Credit history,Not a HOEPA loan,Secured by a first lien,4500.0,38.88999938964844,47700.0,81.62000274658203,1007.0,1652.0,Application denied by financial institution
133792,01-0639308,2011,HUD,Conventional,262,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Oakland, Fremont, Hayward - CA",CA,Contra Costa County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,93.0,Loan was not originated or was not sold in calendar year covered by register,Collateral,Not a HOEPA loan,Secured by a first lien,15237.0,44.599998474121094,92300.0,121.87000274658205,4074.0,4340.0,Application denied by financial institution
167241,0000852218,2011,CFPB,Conventional,208,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Phoenix, Mesa, Glendale - AZ",AZ,Maricopa County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,74.0,Loan was not originated or was not sold in calendar year covered by register,Credit application incomplete,Not a HOEPA loan,Secured by a first lien,4942.0,6.5999999046325675,65500.0,156.4199981689453,1559.0,1656.0,Application denied by financial institution
14721,63-1113916,2011,CFPB,FSA/RHS-guaranteed,72,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Preapproval was not requested,"Birmingham, Hoover - AL",AL,Jefferson County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,25.0,Private securitization,,Not a HOEPA loan,Secured by a first lien,5699.0,5.050000190734863,62000.0,129.67999267578122,1899.0,2114.0,Loan originated
183018,0002582023,2011,CFPB,Conventional,675,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Not applicable,"Atlanta, Sandy Springs, Marietta - GA",GA,DeKalb County,Not Hispanic or Latino,No co-applicant,Black or African American,No co-applicant,Female,No co-applicant,508.0,Loan was not originated or was not sold in calendar year covered by register,Other,Not a HOEPA loan,Secured by a first lien,4068.0,16.889999389648438,68300.0,121.29000091552734,1153.0,1393.0,Application denied by financial institution
18180,7810600004,2011,HUD,Conventional,407,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Portland, Vancouver, Hillsboro - OR, WA",OR,Multnomah County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,147.0,Freddie Mac (FHLMC),,Not a HOEPA loan,Secured by a first lien,2673.0,9.239999771118164,72000.0,140.72000122070312,982.0,1231.0,Loan originated
198375,0000032489,2011,FDIC,Conventional,146,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,,OR,Union County,Not Hispanic or Latino,No co-applicant,White,No co-applicant,Female,No co-applicant,68.0,Loan was not originated or was not sold in calendar year covered by register,Debt-to-income ratio,Not a HOEPA loan,Secured by a first lien,3371.0,7.510000228881836,52700.0,93.29000091552734,884.0,1242.0,Application denied by financial institution
143830,0000546571,2011,CFPB,VA-guaranteed,177,Owner-occupied as a principal dwelling,Home purchase,One-to-four family dwelling (other than manufactured housing),Not applicable,,NC,Iredell County,Not Hispanic or Latino,No co-applicant,American Indian or Alaska Native,No co-applicant,Female,No co-applicant,58.0,Loan was not originated or was not sold in calendar year covered by register,Credit history,Not a HOEPA loan,Secured by a first lien,16748.0,4.920000076293945,49500.0,174.69000244140625,5521.0,7195.0,Application denied by financial institution
148684,0000451965,2011,CFPB,Conventional,263,Owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Phoenix, Mesa, Glendale - AZ",AZ,Maricopa County,Not Hispanic or Latino,Not Hispanic or Latino,White,White,Male,Female,94.0,Loan was not originated or was not sold in calendar year covered by register,Collateral,Not a HOEPA loan,Secured by a first lien,1358.0,16.639999389648438,65500.0,184.8500061035156,449.0,489.0,Application denied by financial institution
190,0000061844,2011,NCUA,Conventional,134,Not owner-occupied as a principal dwelling,Refinancing,One-to-four family dwelling (other than manufactured housing),Not applicable,"Warren, Troy, Farmington Hills - MI",MI,Oakland County,Not Hispanic or Latino,Not Hispanic or Latino,Asian,Asian,Female,Male,301.0,Loan was not originated or was not sold in calendar year covered by register,,Not a HOEPA loan,Secured by a first lien,3255.0,3.0699999332427983,73800.0,154.6999969482422,1010.0,1097.0,Loan originated
